what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1401580592254
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1401580594329
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1401580594438
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1401580594844
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1401580594906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580595749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580595749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580598245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580718677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580722998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580724808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580727304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580938353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580951178
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401580997272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581000853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581252944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581257436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581303025
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1401581304634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581309579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581403243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1401581403263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1401581403263
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1401581404130
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1401581404614
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1401581404712
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1401581406026
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1401581406138
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1401581407664
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1401581407710
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1401581409605
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1401581413827
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1401581413835
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1401581413902
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1401581413903
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1401581413967
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1401581413974
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1401581414066
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1401581414305
opened,editor,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.CompareEditor",1401581418795
activated,editor,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.CompareEditor",1401581418856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581419272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1401581420287
executed,command,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.copyAllRightToLeft",1401581478152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1401581482606
executed,command,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.copyAllRightToLeft",1401581495332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1401581497456
executed,command,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.copyAllRightToLeft",1401581521203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1401581523798
executed,command,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.copyAllLeftToRight",1401581550703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1401581553594
executed,command,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.copyAllRightToLeft",1401581569077
